Date,Day_Name,Day_of_Year,End_Hour,Month_Name,Season,Source,Start_Hour,Production
4/28/2022,Thursday,118,8,April,Spring,Wind,7,5427
7/19/2021,Monday,200,0,July,Summer,Wind,23,4504
7/16/2022,Saturday,197,4,July,Summer,Wind,3,3194
11/9/2021,Tuesday,313,20,November,Fall,Wind,19,1289
9/20/2022,Tuesday,263,22,September,Fall,Wind,21,2781
6/9/2022,Thursday,160,14,June,Summer,Solar,13,9114
10/26/2020,Monday,300,7,October,Fall,Wind,6,6325
4/23/2022,Saturday,113,7,April,Spring,Wind,6,6425
2/9/2022,Wednesday,40,12,February,Winter,Solar,11,5309
10/11/2020,Sunday,285,18,October,Fall,Wind,17,5790
11/6/2022,Sunday,310,19,November,Fall,Wind,18,10940
2/2/2020,Sunday,33,9,February,Winter,Wind,8,11627
9/14/2021,Tuesday,257,13,September,Fall,Solar,12,3810
1/25/2022,Tuesday,25,18,January,Winter,Solar,17,267
4/2/2021,Friday,92,6,April,Spring,Wind,5,6655
9/28/2020,Monday,272,23,September,Fall,Wind,22,4092
8/28/2020,Friday,241,22,August,Summer,Wind,21,3247
7/2/2021,Friday,183,11,July,Summer,Solar,10,3568
1/21/2021,Thursday,21,13,January,Winter,Wind,12,12248
1/25/2021,Monday,25,8,January,Winter,Wind,7,5382
11/1/2022,Tuesday,305,13,November,Fall,Wind,12,15812
2/18/2022,Friday,49,17,February,Winter,Wind,16,13915
3/3/2021,Wednesday,62,21,March,Spring,Wind,20,952
7/29/2020,Wednesday,211,11,July,Summer,Solar,10,2901
3/26/2021,Friday,85,14,March,Spring,Wind,13,11563
10/24/2022,Monday,297,20,October,Fall,Wind,19,7803
3/12/2020,Thursday,72,1,March,Spring,Wind,0,10873
12/9/2021,Thursday,343,5,December,Winter,Wind,4,5642
10/29/2021,Friday,302,18,October,Fall,Wind,17,7914
7/13/2020,Monday,195,15,July,Summer,Solar,14,4734
6/27/2022,Monday,178,19,June,Summer,Wind,18,5149
12/21/2020,Monday,356,12,December,Winter,Wind,11,12351
6/5/2020,Friday,157,5,June,Summer,Wind,4,3940
6/22/2021,Tuesday,173,1,June,Summer,Wind,0,3598
6/14/2021,Monday,165,7,June,Summer,Wind,6,2117
4/20/2021,Tuesday,110,0,April,Spring,Wind,23,1987
1/5/2020,Sunday,5,3,January,Winter,Wind,2,1638
5/10/2020,Sunday,131,16,May,Spring,Wind,15,3271
7/11/2021,Sunday,192,6,July,Summer,Wind,5,544
8/21/2021,Saturday,233,9,August,Summer,Wind,8,2289
1/16/2022,Sunday,16,6,January,Winter,Wind,5,1948
7/1/2021,Thursday,182,13,July,Summer,Solar,12,5015
9/24/2021,Friday,267,22,September,Fall,Wind,21,873
6/1/2020,Monday,153,12,June,Summer,Solar,11,5323
3/28/2021,Sunday,87,17,March,Spring,Solar,16,5676
12/9/2022,Friday,343,6,December,Winter,Wind,5,2725
1/15/2022,Saturday,15,2,January,Winter,Wind,1,847
3/9/2020,Monday,69,3,March,Spring,Wind,2,7458
5/25/2022,Wednesday,145,5,May,Spring,Wind,4,2759
6/3/2021,Thursday,154,6,June,Summer,Wind,5,1480
5/9/2021,Sunday,129,19,May,Spring,Wind,18,10830
12/2/2022,Friday,336,5,December,Winter,Wind,4,1947
2/8/2022,Tuesday,39,8,February,Winter,Wind,7,4617
9/14/2020,Monday,258,14,September,Fall,Solar,13,5071
11/9/2020,Monday,314,14,November,Fall,Solar,13,2889
1/24/2020,Friday,24,3,January,Winter,Wind,2,2333
2/15/2021,Monday,46,0,February,Winter,Wind,23,8478
10/27/2022,Thursday,300,16,October,Fall,Wind,15,6147
3/21/2022,Monday,80,11,March,Spring,Solar,10,6419
1/25/2020,Saturday,25,12,January,Winter,Solar,11,2622
10/1/2021,Friday,274,9,October,Fall,Wind,8,6778
11/2/2020,Monday,307,17,November,Fall,Wind,16,9780
9/19/2020,Saturday,263,6,September,Fall,Wind,5,4265
11/17/2022,Thursday,321,10,November,Fall,Wind,9,14930
11/13/2021,Saturday,317,12,November,Fall,Wind,11,5215
10/14/2022,Friday,287,20,October,Fall,Wind,19,6361
7/20/2022,Wednesday,201,11,July,Summer,Solar,10,4378
2/2/2022,Wednesday,33,16,February,Winter,Wind,15,5505
3/14/2020,Saturday,74,1,March,Spring,Wind,0,2000
4/15/2022,Friday,105,3,April,Spring,Wind,2,1669
8/28/2022,Sunday,240,13,August,Summer,Solar,12,8898
2/20/2022,Sunday,51,9,February,Winter,Wind,8,13144
5/10/2022,Tuesday,130,22,May,Spring,Wind,21,2140
8/14/2020,Friday,227,6,August,Summer,Wind,5,1977
8/2/2022,Tuesday,214,21,August,Summer,Wind,20,1073
7/3/2021,Saturday,184,3,July,Summer,Wind,2,2170
8/20/2022,Saturday,232,7,August,Summer,Wind,6,1709
11/18/2022,Friday,322,19,November,Fall,Wind,18,3499
5/12/2021,Wednesday,132,4,May,Spring,Wind,3,3670
9/27/2022,Tuesday,270,10,September,Fall,Wind,9,8012
9/28/2022,Wednesday,271,16,September,Fall,Wind,15,6112
1/15/2021,Friday,15,8,January,Winter,Wind,7,6251
10/13/2022,Thursday,286,21,October,Fall,Wind,20,3801
7/4/2022,Monday,185,8,July,Summer,Wind,7,1980
2/18/2020,Tuesday,49,12,February,Winter,Wind,11,10069
10/10/2021,Sunday,283,3,October,Fall,Wind,2,1873
11/26/2020,Thursday,331,18,November,Fall,Wind,17,1504
11/7/2022,Monday,311,0,November,Fall,Wind,23,12096
10/19/2022,Wednesday,292,5,October,Fall,Wind,4,5296
11/23/2022,Wednesday,327,16,November,Fall,Wind,15,13467
8/31/2022,Wednesday,243,15,August,Summer,Solar,14,6857
8/28/2021,Saturday,240,12,August,Summer,Solar,11,7119
10/24/2021,Sunday,297,2,October,Fall,Wind,1,4128
11/1/2022,Tuesday,305,16,November,Fall,Wind,15,13662
12/20/2021,Monday,354,10,December,Winter,Wind,9,3865
2/17/2022,Thursday,48,8,February,Winter,Wind,7,14549
11/9/2022,Wednesday,313,23,November,Fall,Wind,22,4695
4/20/2020,Monday,111,15,April,Spring,Wind,14,6621
8/10/2020,Monday,223,23,August,Summer,Wind,22,1594
1/11/2021,Monday,11,10,January,Winter,Wind,9,3268
7/8/2022,Friday,189,16,July,Summer,Solar,15,9095
12/7/2021,Tuesday,341,17,December,Winter,Wind,16,12735
1/9/2020,Thursday,9,12,January,Winter,Wind,11,12014
11/25/2020,Wednesday,330,17,November,Fall,Wind,16,2619
2/13/2021,Saturday,44,7,February,Winter,Wind,6,7632
3/24/2020,Tuesday,84,8,March,Spring,Wind,7,5774
12/21/2021,Tuesday,355,22,December,Winter,Wind,21,3111
12/9/2021,Thursday,343,1,December,Winter,Wind,0,5506
12/18/2020,Friday,353,5,December,Winter,Wind,4,5875
3/30/2022,Wednesday,89,0,March,Spring,Wind,23,2483
3/23/2020,Monday,83,8,March,Spring,Wind,7,7842
1/7/2020,Tuesday,7,6,January,Winter,Wind,5,3312
7/27/2020,Monday,209,9,July,Summer,Wind,8,3719
9/9/2022,Friday,252,13,September,Fall,Wind,12,13733
2/2/2021,Tuesday,33,22,February,Winter,Wind,21,10672
7/15/2020,Wednesday,197,1,July,Summer,Wind,0,1514
1/12/2021,Tuesday,12,4,January,Winter,Wind,3,11691
2/29/2020,Saturday,60,19,February,Winter,Wind,18,11274
9/27/2021,Monday,270,12,September,Fall,Wind,11,10123
6/18/2021,Friday,169,5,June,Summer,Wind,4,3766
8/5/2021,Thursday,217,11,August,Summer,Solar,10,4541
10/31/2022,Monday,304,13,October,Fall,Wind,12,8605
11/17/2020,Tuesday,322,8,November,Fall,Wind,7,4021
11/18/2020,Wednesday,323,20,November,Fall,Wind,19,7624
6/27/2020,Saturday,179,9,June,Summer,Wind,8,5371
11/9/2020,Monday,314,2,November,Fall,Wind,1,3017
8/12/2021,Thursday,224,11,August,Summer,Solar,10,3116
12/12/2021,Sunday,346,12,December,Winter,Wind,11,5938
7/16/2021,Friday,197,20,July,Summer,Wind,19,5303
2/22/2021,Monday,53,2,February,Winter,Wind,1,7591
3/28/2021,Sunday,87,1,March,Spring,Wind,0,2875
5/21/2020,Thursday,142,15,May,Spring,Solar,14,4337
4/28/2020,Tuesday,119,11,April,Spring,Wind,10,7819
9/2/2022,Friday,245,12,September,Fall,Solar,11,4612
9/15/2022,Thursday,258,23,September,Fall,Wind,22,2301
9/20/2021,Monday,263,15,September,Fall,Solar,14,4995
4/1/2022,Friday,91,1,April,Spring,Wind,0,10193
10/26/2021,Tuesday,299,2,October,Fall,Wind,1,3058
3/17/2021,Wednesday,76,4,March,Spring,Wind,3,10477
8/7/2022,Sunday,219,2,August,Summer,Wind,1,7607
10/5/2021,Tuesday,278,13,October,Fall,Wind,12,11893
3/28/2020,Saturday,88,22,March,Spring,Wind,21,11009
2/28/2021,Sunday,59,20,February,Winter,Wind,19,6539
9/19/2022,Monday,262,10,September,Fall,Solar,9,4316
11/29/2020,Sunday,334,5,November,Fall,Wind,4,4505
10/3/2022,Monday,276,14,October,Fall,Solar,13,5084
7/28/2020,Tuesday,210,3,July,Summer,Wind,2,5089
1/13/2022,Thursday,13,23,January,Winter,Wind,22,2612
3/2/2022,Wednesday,61,8,March,Spring,Wind,7,2931
1/31/2022,Monday,31,23,January,Winter,Wind,22,8147
4/26/2022,Tuesday,116,16,April,Spring,Solar,15,7804
4/24/2020,Friday,115,9,April,Spring,Solar,8,1100
9/23/2020,Wednesday,267,4,September,Fall,Wind,3,2565
2/23/2021,Tuesday,54,0,February,Winter,Wind,23,8327
8/3/2021,Tuesday,215,6,August,Summer,Wind,5,1108
10/4/2022,Tuesday,277,1,October,Fall,Wind,0,1565
8/9/2021,Monday,221,19,August,Summer,Wind,18,5509
3/28/2020,Saturday,88,14,March,Spring,Wind,13,8268
12/13/2020,Sunday,348,8,December,Winter,Wind,7,3370
7/6/2022,Wednesday,187,10,July,Summer,Solar,9,4546
1/11/2021,Monday,11,18,January,Winter,Wind,17,6090
5/24/2020,Sunday,145,12,May,Spring,Solar,11,5543
6/21/2021,Monday,172,20,June,Summer,Wind,19,3618
8/26/2021,Thursday,238,9,August,Summer,Wind,8,3340
11/7/2021,Sunday,311,2,November,Fall,Wind,1,6691
2/12/2022,Saturday,43,7,February,Winter,Wind,6,4558
2/10/2022,Thursday,41,9,February,Winter,Wind,8,5474
3/13/2020,Friday,73,1,March,Spring,Wind,0,8141
2/5/2022,Saturday,36,10,February,Winter,Wind,9,4573
12/5/2022,Monday,339,12,December,Winter,Solar,11,3554
2/23/2020,Sunday,54,3,February,Winter,Wind,2,7935
6/4/2021,Friday,155,12,June,Summer,Solar,11,3699
6/2/2021,Wednesday,153,19,June,Summer,Wind,18,5123
2/21/2021,Sunday,52,0,February,Winter,Wind,23,7694
6/19/2022,Sunday,170,13,June,Summer,Solar,12,9444
2/12/2020,Wednesday,43,9,February,Winter,Wind,8,8250
11/5/2021,Friday,309,15,November,Fall,Solar,14,3837
9/24/2022,Saturday,267,2,September,Fall,Wind,1,1028
1/31/2021,Sunday,31,10,January,Winter,Wind,9,2875
3/10/2022,Thursday,69,18,March,Spring,Wind,17,4799
12/31/2021,Friday,365,0,December,Winter,Wind,23,3172
3/9/2020,Monday,69,6,March,Spring,Wind,5,7030
2/4/2020,Tuesday,35,13,February,Winter,Wind,12,13568
2/18/2020,Tuesday,49,17,February,Winter,Wind,16,9714
3/22/2021,Monday,81,1,March,Spring,Wind,0,5678
9/17/2020,Thursday,261,20,September,Fall,Wind,19,6599
8/15/2020,Saturday,228,2,August,Summer,Wind,1,516
10/30/2021,Saturday,303,16,October,Fall,Wind,15,7278
3/3/2021,Wednesday,62,3,March,Spring,Wind,2,2194
10/31/2021,Sunday,304,23,October,Fall,Wind,22,8848
12/19/2021,Sunday,353,23,December,Winter,Wind,22,3152
4/10/2021,Saturday,100,18,April,Spring,Wind,17,6462
12/4/2022,Sunday,338,13,December,Winter,Wind,12,4087
7/31/2020,Friday,213,9,July,Summer,Wind,8,3969
6/28/2022,Tuesday,179,3,June,Summer,Wind,2,1459
1/23/2020,Thursday,23,13,January,Winter,Wind,12,4373
1/23/2021,Saturday,23,0,January,Winter,Wind,23,4708
12/11/2021,Saturday,345,11,December,Winter,Wind,10,4240
6/12/2021,Saturday,163,17,June,Summer,Solar,16,4466
8/5/2022,Friday,217,20,August,Summer,Wind,19,7774
11/11/2022,Friday,315,7,November,Fall,Wind,6,3328
5/21/2020,Thursday,142,22,May,Spring,Wind,21,660
5/18/2021,Tuesday,138,9,May,Spring,Wind,8,3586
4/9/2021,Friday,99,22,April,Spring,Wind,21,5279
8/15/2021,Sunday,227,1,August,Summer,Wind,0,1238
12/8/2021,Wednesday,342,3,December,Winter,Wind,2,10123
10/29/2021,Friday,302,3,October,Fall,Wind,2,11122
12/13/2022,Tuesday,347,22,December,Winter,Wind,21,3719
3/24/2021,Wednesday,83,17,March,Spring,Solar,16,4636
4/3/2021,Saturday,93,7,April,Spring,Wind,6,7694
6/14/2020,Sunday,166,17,June,Summer,Solar,16,5312
10/3/2020,Saturday,277,22,October,Fall,Wind,21,7323
5/17/2022,Tuesday,137,20,May,Spring,Wind,19,3317
11/1/2021,Monday,305,18,November,Fall,Wind,17,5735
11/1/2021,Monday,305,9,November,Fall,Wind,8,8412
5/29/2020,Friday,150,19,May,Spring,Wind,18,6283
8/30/2022,Tuesday,242,14,August,Summer,Solar,13,6057
4/16/2020,Thursday,107,21,April,Spring,Wind,20,1207
3/26/2021,Friday,85,9,March,Spring,Wind,8,5079
8/21/2022,Sunday,233,2,August,Summer,Wind,1,677
7/28/2020,Tuesday,210,14,July,Summer,Wind,13,6518
2/15/2020,Saturday,46,1,February,Winter,Wind,0,5082
9/2/2020,Wednesday,246,23,September,Fall,Wind,22,1225
8/28/2021,Saturday,240,14,August,Summer,Solar,13,8864
6/8/2022,Wednesday,159,6,June,Summer,Wind,5,3163
3/25/2020,Wednesday,85,15,March,Spring,Wind,14,7072
6/30/2021,Wednesday,181,3,June,Summer,Wind,2,2230
10/22/2022,Saturday,295,20,October,Fall,Wind,19,3372
11/25/2020,Wednesday,330,19,November,Fall,Wind,18,3236
10/8/2022,Saturday,281,12,October,Fall,Solar,11,3673
11/23/2021,Tuesday,327,7,November,Fall,Wind,6,7965
2/12/2020,Wednesday,43,17,February,Winter,Wind,16,6417
9/11/2021,Saturday,254,11,September,Fall,Solar,10,3923
2/2/2022,Wednesday,33,0,February,Winter,Wind,23,2270
1/19/2021,Tuesday,19,2,January,Winter,Wind,1,8745
8/6/2020,Thursday,219,6,August,Summer,Wind,5,1185
2/3/2021,Wednesday,34,15,February,Winter,Wind,14,13917
3/31/2020,Tuesday,91,7,March,Spring,Wind,6,6375
12/12/2021,Sunday,346,8,December,Winter,Wind,7,4979
12/30/2021,Thursday,364,10,December,Winter,Wind,9,8720
5/18/2021,Tuesday,138,20,May,Spring,Wind,19,3940
6/17/2022,Friday,168,2,June,Summer,Wind,1,2886
7/31/2020,Friday,213,22,July,Summer,Wind,21,2183
3/15/2020,Sunday,75,4,March,Spring,Wind,3,4123
8/25/2022,Thursday,237,22,August,Summer,Wind,21,4998
3/3/2022,Thursday,62,21,March,Spring,Wind,20,913
10/2/2021,Saturday,275,3,October,Fall,Wind,2,2584
11/12/2020,Thursday,317,12,November,Fall,Wind,11,5368
4/8/2022,Friday,98,13,April,Spring,Wind,12,10289
8/4/2021,Wednesday,216,21,August,Summer,Wind,20,1904
12/26/2021,Sunday,360,16,December,Winter,Wind,15,3470
9/5/2022,Monday,248,10,September,Fall,Solar,9,4189
12/13/2022,Tuesday,347,7,December,Winter,Wind,6,6219
3/4/2022,Friday,63,22,March,Spring,Wind,21,3416
3/12/2021,Friday,71,17,March,Spring,Wind,16,16050
9/14/2021,Tuesday,257,19,September,Fall,Wind,18,2384
3/17/2022,Thursday,76,3,March,Spring,Wind,2,5307
2/27/2022,Sunday,58,16,February,Winter,Wind,15,8007
8/1/2020,Saturday,214,20,August,Summer,Wind,19,4450
3/31/2020,Tuesday,91,4,March,Spring,Wind,3,6413
4/17/2021,Saturday,107,18,April,Spring,Wind,17,7567
8/8/2021,Sunday,220,23,August,Summer,Wind,22,3270
8/29/2021,Sunday,241,5,August,Summer,Wind,4,3965
9/25/2020,Friday,269,16,September,Fall,Wind,15,14619
6/14/2020,Sunday,166,21,June,Summer,Wind,20,1888
2/29/2020,Saturday,60,2,February,Winter,Wind,1,12453
5/8/2020,Friday,129,7,May,Spring,Wind,6,2233
4/15/2020,Wednesday,106,21,April,Spring,Wind,20,3450
5/4/2021,Tuesday,124,23,May,Spring,Wind,22,7554
2/22/2021,Monday,53,20,February,Winter,Wind,19,5131
10/2/2022,Sunday,275,7,October,Fall,Wind,6,4821
9/5/2022,Monday,248,6,September,Fall,Wind,5,2599
9/7/2020,Monday,251,10,September,Fall,Solar,9,3027
12/2/2021,Thursday,336,18,December,Winter,Wind,17,5726
12/5/2021,Sunday,339,21,December,Winter,Wind,20,5760
7/21/2022,Thursday,202,0,July,Summer,Wind,23,2858
8/2/2022,Tuesday,214,22,August,Summer,Wind,21,957
6/4/2020,Thursday,156,19,June,Summer,Wind,18,5247
12/22/2020,Tuesday,357,18,December,Winter,Wind,17,6540
8/2/2022,Tuesday,214,6,August,Summer,Wind,5,1216
10/20/2022,Thursday,293,8,October,Fall,Wind,7,4845
1/30/2021,Saturday,30,23,January,Winter,Wind,22,6353
9/17/2020,Thursday,261,19,September,Fall,Wind,18,7110
9/3/2020,Thursday,247,1,September,Fall,Wind,0,931
2/24/2022,Thursday,55,8,February,Winter,Wind,7,6543
11/14/2021,Sunday,318,6,November,Fall,Wind,5,2536
2/7/2022,Monday,38,10,February,Winter,Wind,9,4444
1/21/2022,Friday,21,3,January,Winter,Wind,2,5207
1/5/2021,Tuesday,5,9,January,Winter,Wind,8,2155
12/28/2020,Monday,363,5,December,Winter,Wind,4,6587
2/27/2020,Thursday,58,23,February,Winter,Wind,22,6021
3/12/2020,Thursday,72,13,March,Spring,Wind,12,8989
6/5/2020,Friday,157,22,June,Summer,Wind,21,6664
3/14/2021,Sunday,73,5,March,Spring,Wind,4,10199
5/7/2022,Saturday,127,11,May,Spring,Solar,10,5699
10/25/2022,Tuesday,298,5,October,Fall,Wind,4,4285
6/19/2020,Friday,171,8,June,Summer,Wind,7,1724
5/9/2021,Sunday,129,22,May,Spring,Wind,21,6623
9/22/2022,Thursday,265,6,September,Fall,Wind,5,1797
8/14/2022,Sunday,226,8,August,Summer,Wind,7,3657
5/22/2022,Sunday,142,21,May,Spring,Wind,20,2187
6/4/2021,Friday,155,4,June,Summer,Wind,3,1527
6/28/2021,Monday,179,13,June,Summer,Solar,12,4142
4/10/2022,Sunday,100,17,April,Spring,Solar,16,6994
11/3/2021,Wednesday,307,6,November,Fall,Wind,5,3819
3/24/2021,Wednesday,83,13,March,Spring,Solar,12,5570
5/13/2022,Friday,133,18,May,Spring,Solar,17,5316
2/18/2021,Thursday,49,15,February,Winter,Wind,14,11168
8/30/2021,Monday,242,14,August,Summer,Solar,13,8022
12/10/2021,Friday,344,15,December,Winter,Wind,14,15805
8/6/2022,Saturday,218,12,August,Summer,Solar,11,10668
11/30/2022,Wednesday,334,16,November,Fall,Wind,15,3146
8/15/2021,Sunday,227,8,August,Summer,Wind,7,1301
10/28/2021,Thursday,301,10,October,Fall,Wind,9,6796
10/25/2020,Sunday,299,3,October,Fall,Wind,2,11001
8/26/2022,Friday,238,17,August,Summer,Solar,16,6095
4/10/2021,Saturday,100,7,April,Spring,Wind,6,3816
12/5/2022,Monday,339,9,December,Winter,Wind,8,878
7/22/2020,Wednesday,204,23,July,Summer,Wind,22,2730
3/23/2021,Tuesday,82,14,March,Spring,Solar,13,4911
9/30/2022,Friday,273,17,September,Fall,Wind,16,9086
10/28/2021,Thursday,301,6,October,Fall,Wind,5,5738
6/24/2022,Friday,175,0,June,Summer,Wind,23,4989
5/25/2021,Tuesday,145,13,May,Spring,Wind,12,13808
2/11/2022,Friday,42,13,February,Winter,Solar,12,4840
1/29/2020,Wednesday,29,4,January,Winter,Wind,3,8569
4/21/2021,Wednesday,111,10,April,Spring,Solar,9,2377
12/14/2022,Wednesday,348,23,December,Winter,Wind,22,2208
8/18/2021,Wednesday,230,17,August,Summer,Wind,16,5216
4/12/2020,Sunday,103,4,April,Spring,Wind,3,696
5/26/2021,Wednesday,146,9,May,Spring,Wind,8,8241
5/10/2021,Monday,130,4,May,Spring,Wind,3,9145
10/24/2020,Saturday,298,21,October,Fall,Wind,20,11725
11/13/2021,Saturday,317,8,November,Fall,Wind,7,5328
8/1/2022,Monday,213,10,August,Summer,Solar,9,3197
6/7/2022,Tuesday,158,0,June,Summer,Wind,23,2997
9/4/2020,Friday,248,21,September,Fall,Wind,20,1558
7/10/2020,Friday,192,22,July,Summer,Wind,21,3213
7/12/2022,Tuesday,193,21,July,Summer,Wind,20,1264
5/24/2021,Monday,144,5,May,Spring,Wind,4,8666
6/28/2021,Monday,179,7,June,Summer,Wind,6,1295
12/5/2021,Sunday,339,0,December,Winter,Wind,23,4478
12/6/2022,Tuesday,340,18,December,Winter,Wind,17,1592
6/15/2020,Monday,167,13,June,Summer,Solar,12,5044
9/3/2021,Friday,246,22,September,Fall,Wind,21,1697
9/19/2020,Saturday,263,8,September,Fall,Wind,7,3998
2/16/2021,Tuesday,47,5,February,Winter,Wind,4,9443
2/2/2020,Sunday,33,8,February,Winter,Wind,7,11378
12/15/2021,Wednesday,349,3,December,Winter,Wind,2,1221
7/5/2022,Tuesday,186,0,July,Summer,Wind,23,5149
9/6/2020,Sunday,250,3,September,Fall,Wind,2,1961
4/18/2022,Monday,108,2,April,Spring,Wind,1,5657
4/1/2020,Wednesday,92,21,April,Spring,Wind,20,2992
8/10/2021,Tuesday,222,1,August,Summer,Wind,0,1225
12/10/2022,Saturday,344,23,December,Winter,Wind,22,1988
5/11/2022,Wednesday,131,21,May,Spring,Wind,20,7674
9/17/2022,Saturday,260,0,September,Fall,Wind,23,3686
2/13/2021,Saturday,44,14,February,Winter,Wind,13,10366
10/17/2020,Saturday,291,3,October,Fall,Wind,2,1045
1/28/2022,Friday,28,9,January,Winter,Wind,8,1216
5/7/2021,Friday,127,18,May,Spring,Solar,17,4119
3/19/2022,Saturday,78,13,March,Spring,Wind,12,13165
4/9/2020,Thursday,100,6,April,Spring,Wind,5,679
4/22/2022,Friday,112,8,April,Spring,Wind,7,4782
1/4/2022,Tuesday,4,22,January,Winter,Wind,21,9412
4/23/2021,Friday,113,20,April,Spring,Wind,19,5711
9/28/2020,Monday,272,15,September,Fall,Wind,14,6422
7/7/2021,Wednesday,188,13,July,Summer,Solar,12,5172
10/31/2022,Monday,304,22,October,Fall,Wind,21,13338
8/26/2021,Thursday,238,11,August,Summer,Solar,10,5878
8/14/2020,Friday,227,12,August,Summer,Solar,11,4114
3/24/2021,Wednesday,83,8,March,Spring,Wind,7,1646
9/27/2020,Sunday,271,11,September,Fall,Wind,10,13039
1/8/2021,Friday,8,9,January,Winter,Wind,8,1029
8/17/2020,Monday,230,5,August,Summer,Wind,4,1804
8/10/2020,Monday,223,7,August,Summer,Wind,6,1380
9/3/2022,Saturday,246,9,September,Fall,Wind,8,2057
7/7/2020,Tuesday,189,12,July,Summer,Solar,11,4694
2/15/2021,Monday,46,17,February,Winter,Wind,16,8146
10/11/2021,Monday,284,11,October,Fall,Solar,10,4324
11/28/2021,Sunday,332,16,November,Fall,Wind,15,8424
2/26/2021,Friday,57,12,February,Winter,Wind,11,4537
5/18/2021,Tuesday,138,23,May,Spring,Wind,22,3092
8/8/2022,Monday,220,11,August,Summer,Solar,10,7288
11/19/2021,Friday,323,9,November,Fall,Wind,8,1628
1/22/2022,Saturday,22,5,January,Winter,Wind,4,3095
4/15/2021,Thursday,105,6,April,Spring,Wind,5,4698
10/15/2022,Saturday,288,11,October,Fall,Wind,10,12250
11/20/2020,Friday,325,18,November,Fall,Wind,17,2013
5/24/2020,Sunday,145,0,May,Spring,Wind,23,2435
3/30/2022,Wednesday,89,12,March,Spring,Solar,11,2186
7/24/2020,Friday,206,20,July,Summer,Wind,19,3515
1/19/2021,Tuesday,19,10,January,Winter,Wind,9,11722
7/31/2022,Sunday,212,6,July,Summer,Wind,5,1574
10/18/2022,Tuesday,291,0,October,Fall,Wind,23,5640
9/13/2021,Monday,256,5,September,Fall,Wind,4,2166
4/26/2022,Tuesday,116,15,April,Spring,Solar,14,7982
10/22/2020,Thursday,296,1,October,Fall,Wind,0,6623
12/2/2020,Wednesday,337,11,December,Winter,Wind,10,2893
11/16/2021,Tuesday,320,18,November,Fall,Wind,17,997
2/15/2022,Tuesday,46,23,February,Winter,Wind,22,13846
9/10/2022,Saturday,253,18,September,Fall,Wind,17,6178
12/13/2022,Tuesday,347,8,December,Winter,Wind,7,6451
9/12/2022,Monday,255,11,September,Fall,Solar,10,4987
2/16/2022,Wednesday,47,23,February,Winter,Wind,22,15863
4/25/2022,Monday,115,16,April,Spring,Solar,15,7154
1/23/2021,Saturday,23,5,January,Winter,Wind,4,6483
9/14/2020,Monday,258,4,September,Fall,Wind,3,2612
5/31/2020,Sunday,152,1,May,Spring,Wind,0,5688
12/7/2021,Tuesday,341,5,December,Winter,Wind,4,5875
9/18/2020,Friday,262,15,September,Fall,Wind,14,6021
1/17/2020,Friday,17,7,January,Winter,Wind,6,8342
5/13/2020,Wednesday,134,6,May,Spring,Wind,5,3497
1/1/2020,Wednesday,1,3,January,Winter,Wind,2,2725
5/7/2022,Saturday,127,7,May,Spring,Wind,6,2543
3/5/2022,Saturday,64,2,March,Spring,Wind,1,2844
11/22/2022,Tuesday,326,3,November,Fall,Wind,2,12118
7/28/2022,Thursday,209,1,July,Summer,Wind,0,4724
4/8/2022,Friday,98,3,April,Spring,Wind,2,7881
9/26/2022,Monday,269,8,September,Fall,Wind,7,6086
11/4/2020,Wednesday,309,14,November,Fall,Solar,13,4014
6/3/2022,Friday,154,2,June,Summer,Wind,1,4296
1/25/2020,Saturday,25,1,January,Winter,Wind,0,789
7/15/2020,Wednesday,197,0,July,Summer,Wind,23,1740
8/30/2020,Sunday,243,20,August,Summer,Wind,19,5011
3/23/2021,Tuesday,82,18,March,Spring,Solar,17,1717
7/17/2022,Sunday,198,19,July,Summer,Solar,18,4888
2/19/2022,Saturday,50,2,February,Winter,Wind,1,11830
7/23/2022,Saturday,204,6,July,Summer,Wind,5,1127
7/18/2020,Saturday,200,19,July,Summer,Solar,18,2969
3/19/2021,Friday,78,14,March,Spring,Wind,13,13628
7/18/2020,Saturday,200,16,July,Summer,Solar,15,4582
5/24/2022,Tuesday,144,12,May,Spring,Wind,11,8697
4/13/2021,Tuesday,103,2,April,Spring,Wind,1,1796
